year,brand,model_name,price,distance_travelled(kms),fuel_type,city
2014,Honda,Brio,325000,52000,Petrol,Delhi
2017,Honda,WR-V,720000,73000,Diesel,Delhi
2018,Maruti Suzuki,Baleno,635000,70000,Diesel,Delhi
2014,Hyundai,Grand,395000,23000,Petrol,Delhi
2017,BMW,X1,2350000,48000,Diesel,Delhi
2020,Mercedes-Benz,E-Class,5600000,8000,Diesel,Delhi
2020,MG,Hector,1825000,45000,Petrol,Delhi
2011,Hyundai,i10,225000,71000,Petrol + 1,Delhi
2016,Renault,Duster,545000,50000,Diesel,Delhi
2010,Honda,City,310000,58000,Petrol,Delhi
2016,Maruti Suzuki,Swift,460000,29000,Petrol,Delhi
2012,Hyundai,i10,245000,52000,Petrol,Delhi
2017,Ford,Endeavour,2950000,31000,Diesel,Delhi
2019,Maruti Suzuki,Baleno,635000,13000,Petrol,Delhi
2017,Ford,Endeavour,2750000,50000,Diesel,Delhi
2020,Kia,Seltos,1850000,5800,Petrol,Delhi
2017,BMW,X5,4700000,47000,Petrol,Delhi
2016,Ford,Mustang,7300000,23000,Petrol,Delhi
2012,Hyundai,i10,245000,52000,Petrol,Delhi
2010,Honda,City,310000,58000,Petrol,Delhi
2016,Maruti Suzuki,Swift,460000,29000,Petrol,Delhi
2015,Hyundai,Elite,550000,55000,Diesel,Delhi
2018,Audi,Q3,2750000,37000,Diesel,Ghaziabad
2014,Chevrolet,Beat,195000,39000,Diesel,Delhi
2015,Honda,Amaze,390000,61000,Petrol,Ghaziabad
2014,Volkswagen,Polo,385000,85000,Diesel,Delhi
2019,Skoda,Octavia,1999000,51000,Diesel,Delhi
2015,Mercedes-Benz,M-Class,2900000,47000,Diesel,Delhi
2015,Volkswagen,Polo,550000,67000,Petrol,Delhi
2018,Mahindra,XUV500,1075000,23000,Diesel,Delhi
2016,Honda,Amaze,435000,52000,Petrol,Delhi
2012,Honda,City,425000,80000,Petrol,Delhi
2010,Maruti Suzuki,SX4,225000,72000,Petrol,Ghaziabad
2013,Mercedes-Benz,GL,2650000,68000,Diesel,Faridabad
2019,Mahindra,XUV300,925000,25000,Diesel,Delhi
2015,Renault,Lodgy,650000,65349,Diesel,Bangalore
2018,Hyundai,Creta,1395000,55627,Diesel,Bangalore
2007,Honda,City,325000,76890,Petrol,Bangalore
2010,Skoda,Superb,675000,61000,Petrol,Bangalore
2017,Maruti Suzuki,Baleno,735000,33905,Petrol,Bangalore
2019,BMW,X5,6600000,26000,Diesel,Bangalore
2014,Mahindra,XUV500,915000,52255,Diesel,Bangalore
2010,Hyundai,i10,280000,72799,Petrol,Bangalore
2017,Hyundai,Grand,585000,27805,Petrol,Bangalore
2017,Maruti Suzuki,Baleno,735000,33984,Petrol,Bangalore
2017,Hyundai,Grand,599000,35876,Petrol,Bangalore
2018,Hyundai,Creta,1450000,26966,Petrol,Bangalore
2016,Maruti Suzuki,Swift,695000,47057,Petrol,Bangalore
2018,Mahindra,XUV500,1425000,53636,Diesel,Bangalore
2013,Honda,CR-V,1399000,94055,Petrol,Bangalore
2019,Maruti Suzuki,Swift,745000,18680,Petrol,Bangalore
2018,Mahindra,XUV500,1425000,53636,Diesel,Bangalore
2018,Maruti Suzuki,Swift,680000,39792,Petrol,Bangalore
2017,Hyundai,Creta,1145000,61307,Petrol,Bangalore
2018,Mahindra,XUV500,1795000,53769,Diesel,Bangalore
2016,Maruti Suzuki,Swift,595000,51016,Petrol,Bangalore
2018,Maruti Suzuki,Vitara,935000,30356,Diesel,Bangalore
2015,Skoda,Rapid,745000,60997,Diesel,Bangalore
2013,Honda,CR-V,1399000,94030,Petrol,Bangalore
2017,Hyundai,Creta,1299000,60559,Diesel,Bangalore
2017,Hyundai,Creta,1185000,68796,Diesel,Bangalore
2017,Volkswagen,Vento,945000,42876,Diesel,Bangalore
2019,Mahindra,XUV500,1785000,28713,Diesel,Bangalore
2017,Hyundai,Grand,599000,35855,Petrol,Bangalore
2018,Hyundai,Creta,1345000,36986,Petrol,Bangalore
2018,Hyundai,Creta,1295000,26605,Petrol,Bangalore
2018,Hyundai,Creta,1345000,50192,Petrol,Bangalore
2013,Toyota,Corolla,725000,44862,Petrol,Bangalore
2017,Hyundai,Creta,1165000,74848,Petrol,Bangalore
2018,Maruti Suzuki,Ciaz,949000,15133,Petrol,Bangalore
2018,Honda,City,925000,40542,Petrol,Bangalore
2017,Maruti Suzuki,Baleno,735000,33905,Petrol,Bangalore
2018,Hyundai,Creta,1395000,55627,Diesel,Bangalore
2021,MG,Hector,2150000,10860,Diesel,Bangalore
2017,Hyundai,Creta,1345000,52165,Diesel,Bangalore
2018,Hyundai,Creta,1395000,36412,Petrol,Bangalore
2018,Hyundai,Creta,1395000,55692,Diesel,Bangalore
2017,Hyundai,Creta,1145000,61252,Petrol,Bangalore
2017,Hyundai,Creta,1175000,31663,Petrol,Bangalore
2017,Fiat,Avventura,740000,15440,Diesel,Bangalore
2020,Mahindra,Thar,1685000,10035,Diesel,Bangalore
2013,Hyundai,i10,335000,45654,Petrol,Bangalore
2017,Renault,Kwid,410000,13839,Petrol,Bangalore
2015,Nissan,Micra,465000,13123,Petrol,Bangalore
2018,Maruti Suzuki,Eeco,435000,41581,Petrol,Bangalore
2013,Hyundai,Eon,290000,35421,Petrol,Bangalore
2016,Honda,Jazz,580000,44814,Petrol,Bangalore
2016,Hyundai,Fluidic,699000,42811,Petrol,Bangalore
2016,Maruti Suzuki,Ciaz,750000,45949,Petrol,Bangalore
2015,Maruti Suzuki,Alto,375000,18760,Petrol,Bangalore
2015,Maruti Suzuki,Ciaz,699000,74541,Petrol,Bangalore
2016,Hyundai,Fluidic,699000,42811,Petrol,Bangalore
2016,Maruti Suzuki,Ciaz,750000,45949,Petrol,Bangalore
2015,Maruti Suzuki,Alto,375000,18760,Petrol,Bangalore
2013,Hyundai,i10,335000,45654,Petrol,Bangalore
2017,Renault,Kwid,410000,13839,Petrol,Bangalore
2014,Renault,Pulse,435000,63756,Diesel,Bangalore
2016,Volkswagen,Cross,685000,36321,Diesel,Bangalore
2018,Maruti Suzuki,Baleno,690000,70256,Petrol,Bangalore
2015,Maruti Suzuki,Celerio,470000,35153,Petrol,Bangalore
2017,Tata,Tiago,590000,8081,Petrol,Bangalore
2015,Maruti Suzuki,Ciaz,699000,74541,Petrol,Bangalore
2018,Maruti Suzuki,Eeco,435000,41581,Petrol,Bangalore
2014,Maruti Suzuki,Celerio,400000,46160,Petrol,Bangalore
2018,Renault,Kwid,445000,22795,Petrol,Bangalore
2017,Maruti Suzuki,Celerio,485000,20894,Petrol,Bangalore
2014,Hyundai,Elite,599000,75447,Petrol,Bangalore
2019,Maruti Suzuki,Alto,440000,16067,Petrol,Bangalore
2016,Maruti Suzuki,Swift,560000,59117,Petrol,Bangalore
2015,Nissan,Micra,465000,13123,Petrol,Bangalore
2018,Hyundai,Grand,585000,68838,Petrol,Bangalore
2016,Mahindra,KUV100,485000,62006,Diesel,Bangalore
2018,Maruti Suzuki,Baleno,690000,70256,Petrol,Bangalore
2016,Hyundai,i20,745000,24301,Petrol,Bangalore
2017,Volkswagen,Polo,610000,44482,Petrol,Bangalore
2017,Volkswagen,Polo,610000,44482,Petrol,Bangalore
2018,Toyota,Yaris,870000,14122,Petrol,Bangalore
2015,Hyundai,Elite,569000,13065,Petrol,Bangalore
2018,Renault,Duster,950000,22581,Petrol,Bangalore
2015,Renault,Kwid,340000,54806,Petrol,Bangalore
2019,Mahindra,XUV300,1290000,149313,Diesel,Bangalore
2018,Renault,Duster,950000,22586,Petrol,Bangalore
2020,Renault,Triber,745000,5681,Petrol,Bangalore
2017,Renault,Duster,999000,57800,Diesel,Bangalore
2017,Renault,Duster,999000,57800,Diesel,Bangalore
2014,Honda,City,625000,55000,Petrol,Bangalore
2014,Honda,City,625000,55000,Petrol,Bangalore
2020,MG,Hector,1890000,5697,Petrol,Bangalore
2015,Hyundai,Elite,569000,13065,Petrol,Bangalore
2014,Honda,City,625000,55000,Petrol,Bangalore
2018,Renault,Duster,950000,22586,Petrol,Bangalore
2014,Toyota,Corolla,1195000,37411,Petrol,Bangalore
2016,Hyundai,i10,425000,35406,Petrol,Bangalore
2017,Tata,Nexon,915000,66078,Diesel,Bangalore
2017,Tata,Tigor,545000,47265,Petrol,Bangalore
2015,Hyundai,Grand,535000,58671,Petrol,Bangalore
2017,Tata,Nexon,915000,66078,Diesel,Bangalore
2013,Hyundai,i20,460000,39780,Petrol,Bangalore
2016,Hyundai,Elite,550000,85871,Petrol,Bangalore
2016,Hyundai,Elite,550000,85871,Petrol,Bangalore
2014,Toyota,Corolla,1195000,37411,Petrol,Bangalore
2016,Hyundai,i10,425000,35406,Petrol,Bangalore
2017,Tata,Nexon,915000,66078,Diesel,Bangalore
2016,Mahindra,TUV300,745000,55946,Diesel,Bangalore
2016,Mahindra,TUV300,745000,55946,Diesel,Bangalore
2015,Volkswagen,Vento,725000,48987,Petrol,Bangalore
2016,Audi,Q3,2575000,40786,Diesel,Bangalore
2018,Volkswagen,Polo,725000,31000,Petrol,Bangalore
2012,Honda,Brio,355000,61409,Petrol,Bangalore
2013,Maruti Suzuki,Ertiga,650000,45082,Diesel,Bangalore
2012,BMW,X3,1850000,103000,Diesel,Bangalore
2015,Ford,EcoSport,625000,83378,Diesel,Bangalore
2019,BMW,X1,3785000,17800,Diesel,Bangalore
2015,Hyundai,Grand,489000,63900,Petrol,Bangalore
2018,Hyundai,Grand,625000,41850,Petrol,Bangalore
2019,Jeep,Compass,2750000,24743,Diesel,Bangalore
2017,Tata,Nexon,915000,66078,Diesel,Bangalore
2014,Hyundai,Grand,485000,57362,Petrol,Bangalore
2010,Hyundai,i20,310000,64321,Petrol,Bangalore
2010,Hyundai,i20,310000,64321,Petrol,Bangalore
2017,Tata,Tigor,545000,47265,Petrol,Bangalore
2013,Hyundai,i20,460000,39780,Petrol,Bangalore
2010,Hyundai,i20,310000,64321,Petrol,Bangalore
2017,Tata,Tigor,545000,47265,Petrol,Bangalore
2013,Hyundai,i20,460000,39780,Petrol,Bangalore
2018,Maruti Suzuki,Swift,745000,14510,Petrol,Bangalore
2016,Hyundai,Elite,550000,85871,Petrol,Bangalore
2017,Audi,Q3,2685000,59540,Diesel,Bangalore
2015,Renault,Lodgy,675000,54174,Diesel,Bangalore
2015,Maruti Suzuki,Swift,675000,69304,Diesel,Bangalore
2009,Honda,City,395000,47957,Petrol,Bangalore
2019,Honda,City,1125000,15593,Petrol,Bangalore
2012,Mahindra,XUV500,745000,79960,Diesel,Bangalore
2015,Audi,Q5,3000000,85000,Diesel,Bangalore
2017,Hyundai,i20,700000,37640,Petrol,Bangalore
2017,Hyundai,Elite,650000,40977,Petrol,Bangalore
2018,Mercedes-Benz,C-Class,3975000,18000,Diesel,Bangalore
2016,Maruti Suzuki,Swift,625000,66000,Diesel,Bangalore
2019,Mahindra,Scorpio,1500000,70000,Diesel,Bangalore
2019,MG,Hector,1795000,39000,Petrol,Bangalore
2021,MG,Hector,2100000,3000,Hybrid,Bangalore
2017,Maruti Suzuki,Alto,345000,42305,Petrol,Bangalore
2016,Hyundai,i20,745000,24301,Petrol,Bangalore
2018,Maruti Suzuki,Baleno,699000,37422,Petrol,Bangalore
2015,Maruti Suzuki,Alto,325000,18760,Petrol,Bangalore
2012,Honda,Jazz,405000,52616,Petrol,Bangalore
2016,Maruti Suzuki,Ciaz,750000,45949,Petrol,Bangalore
2016,Chevrolet,Beat,340000,63708,Petrol,Bangalore
2013,Hyundai,i10,335000,45654,Petrol,Bangalore
2016,Maruti Suzuki,Celerio,475000,54807,Petrol,Bangalore
2014,Nissan,Micra,475000,61604,Petrol,Bangalore
2017,Renault,Kwid,410000,13839,Petrol,Bangalore
2019,Kia,Seltos,1550000,21152,Petrol,Bangalore
2010,Hyundai,i10,265000,90818,Petrol,Bangalore
2014,Renault,Pulse,435000,63756,Diesel,Bangalore
2016,Maruti Suzuki,Ciaz,750000,45949,Petrol,Bangalore
2017,Ford,Aspire,675000,41917,Diesel,Bangalore
2016,Volkswagen,Cross,685000,36321,Diesel,Bangalore
2018,Renault,Kwid,445000,22795,Petrol,Bangalore
2015,Maruti Suzuki,Celerio,470000,35153,Petrol,Bangalore
2015,Maruti Suzuki,Ciaz,699000,74541,Petrol,Bangalore
2016,Hyundai,Grand,575000,40198,Petrol,Bangalore
2013,Hyundai,Eon,290000,35421,Petrol,Bangalore
2016,Honda,Jazz,580000,44814,Petrol,Bangalore
2016,Hyundai,Fluidic,699000,42811,Petrol,Bangalore
2016,Maruti Suzuki,Baleno,699000,30264,Diesel,Bangalore
2017,Tata,Tiago,590000,8081,Petrol,Bangalore
2017,Maruti Suzuki,Baleno,785000,39640,Petrol,Bangalore
2016,Volkswagen,Ameo,590000,18807,Petrol,Bangalore
2016,Hyundai,Xcent,585000,21992,Petrol,Bangalore
2017,Ford,EcoSport,785000,53368,Diesel,Bangalore
2018,Hyundai,Elite,660000,28131,Petrol,Bangalore
2016,Tata,Tiago,515000,54863,Petrol,Bangalore
2019,Skoda,Rapid,1290000,27952,Diesel,Bangalore
2015,Hyundai,Elite,569000,13065,Petrol,Bangalore
2015,Renault,Kwid,340000,54806,Petrol,Bangalore
2016,Honda,Jazz,580000,44814,Petrol,Bangalore
2018,Honda,City,925000,60596,Petrol,Bangalore
2018,Skoda,Rapid,1195000,22800,Petrol,Bangalore
2018,Hyundai,Creta,1285000,10100,Petrol,Bangalore
2018,Maruti Suzuki,Baleno,690000,70256,Petrol,Bangalore
2018,Maruti Suzuki,Eeco,435000,41581,Petrol,Bangalore
2013,Toyota,Innova,1115000,81844,Diesel,Bangalore
2020,Renault,Triber,745000,5681,Petrol,Bangalore
2018,Hyundai,Santro,575000,14800,Petrol,Bangalore
2016,Hyundai,Grand,575000,40198,Petrol,Bangalore
2015,Maruti Suzuki,Ciaz,699000,74541,Petrol,Bangalore
2017,Tata,Tiago,590000,8081,Petrol,Bangalore
2014,Hyundai,Elite,599000,75447,Petrol,Bangalore
2016,Hyundai,i10,425000,35043,Petrol,Bangalore
2017,Maruti Suzuki,Ciaz,835000,18325,Petrol,Bangalore
2016,Hyundai,Xcent,585000,38473,Petrol,Bangalore
2016,Tata,Tiago,515000,54863,Petrol,Bangalore
2018,Honda,Amaze,695000,16950,Petrol,Bangalore
2019,Hyundai,Venue,815000,29350,Petrol,Bangalore
2019,Hyundai,Venue,815000,29350,Petrol,Bangalore
2018,Honda,Amaze,695000,16950,Petrol,Bangalore
2018,Maruti Suzuki,Vitara,860000,58790,Diesel,Bangalore
2017,Maruti Suzuki,Ciaz,835000,18325,Petrol,Bangalore
2018,Maruti Suzuki,Eeco,435000,41581,Petrol,Bangalore
2018,Maruti Suzuki,Baleno,690000,70256,Petrol,Bangalore
2019,Skoda,Rapid,1290000,27952,Diesel,Bangalore
2018,Audi,A3,2775000,43000,Diesel,Bangalore
2018,Honda,Jazz,800000,9131,Petrol,Bangalore
2017,Renault,Duster,999000,57800,Diesel,Bangalore
2015,Renault,Kwid,340000,54806,Petrol,Bangalore
2019,Ford,Freestyle,740000,2750,Petrol,Bangalore
2017,Hyundai,Verna,925000,38000,Petrol,Bangalore
2008,Maruti Suzuki,Swift,340000,60000,Petrol,Bangalore
2016,Hyundai,Verna,725000,52000,Petrol,Bangalore
2010,Skoda,Superb,675000,61000,Petrol,Bangalore
2005,Toyota,Innova,550000,202000,Diesel,Bangalore
2005,Mercedes-Benz,C-Class,750000,87000,Diesel,Bangalore
2019,Jaguar,XE,4200000,14000,Diesel,Bangalore
2014,Mercedes-Benz,E-Class,2650000,48000,Diesel,Bangalore
2008,Toyota,Innova,690000,107000,Diesel,Bangalore
2018,Maruti Suzuki,Celerio,550000,16000,Petrol,Bangalore
2016,Mercedes-Benz,GLE,4500000,70000,Diesel,Bangalore
2012,Land Rover,4.4,4000000,160000,Diesel,Bangalore
2019,Mercedes-Benz,GLC,4500000,78000,Diesel,Bangalore
2018,Jaguar,XF,4200000,20000,Diesel,Bangalore
2016,Maruti Suzuki,Wagon,450000,30000,Petrol,Bangalore
2019,Mahindra,XUV500,1800000,30000,Diesel,Bangalore
2020,BMW,X1,3975000,6000,Diesel,Bangalore
2016,Mercedes-Benz,C-Class,2800000,60000,Diesel,Bangalore
2017,Mercedes-Benz,GLE,4500000,50000,Diesel,Bangalore
2016,Volkswagen,Polo,795000,63000,Petrol,Bangalore
2017,Hyundai,Creta,1300000,41000,Diesel,Bangalore
2017,Audi,Q3,2850000,49000,Diesel,Bangalore
2018,Hyundai,Creta,1435000,33000,Petrol,Bangalore
2013,Maruti Suzuki,Ertiga,650000,56000,Diesel,Bangalore
2016,Skoda,Octavia,1400000,64382,Diesel,Bangalore
2015,Toyota,Innova,1325000,121434,Diesel,Bangalore
2020,Maruti Suzuki,XL6,1150000,14448,Petrol,Bangalore
2018,Honda,City,880000,33990,Diesel,Bangalore
2018,Tata,Nexon,825000,12200,Petrol,Bangalore
2012,Maruti Suzuki,Ritz,429000,83522,Diesel,Bangalore
2018,Hyundai,Elite,660000,28131,Petrol,Bangalore
2020,Toyota,Fortuner,4100000,10906,Diesel,Bangalore
2011,Maruti Suzuki,Ritz,385000,55705,Petrol,Bangalore
2018,Renault,Kwid,415000,14981,Petrol,Bangalore
2017,Maruti Suzuki,Wagon,475000,32279,Petrol,Bangalore
2016,Maruti Suzuki,Baleno,680000,93525,Diesel,Hyderabad
2017,Maruti Suzuki,Wagon,520000,40904,Petrol,Hyderabad
2004,Toyota,Qualis,240000,209616,Diesel,Hyderabad
2014,Maruti Suzuki,Ertiga,735000,43294,Diesel,Hyderabad
2013,Mercedes-Benz,E-Class,1850000,89000,Diesel,Hyderabad
2019,Ford,EcoSport,1050000,15250,Diesel,Hyderabad
2019,Jaguar,F-Pace,5900000,20763,Diesel,Hyderabad
2016,Hyundai,Xcent,430000,127000,Diesel,Hyderabad
2017,Maruti Suzuki,S-Cross,930000,36057,Diesel,Hyderabad
2015,Hyundai,Creta,1345000,88630,Diesel,Hyderabad
2016,Skoda,Rapid,950000,42282,Diesel,Hyderabad
2018,Maruti Suzuki,Ciaz,980000,18178,Petrol,Hyderabad
2014,Maruti Suzuki,Swift,560000,32525,Diesel,Hyderabad
2016,Mahindra,XUV500,1200000,75441,Diesel,Hyderabad
2018,Mahindra,XUV500,1550000,34444,Diesel,Hyderabad
2021,Volkswagen,Polo,1050000,8862,Petrol,Hyderabad
2013,Chevrolet,Enjoy,485000,83575,Diesel,Hyderabad
2016,Hyundai,i20,685000,68479,Diesel,Hyderabad
2018,Mahindra,XUV500,1400000,88666,Diesel,Hyderabad
2012,Hyundai,i20,390000,80809,Diesel,Hyderabad
2017,Mahindra,Verito,450000,67475,Diesel,Hyderabad
2015,Ford,EcoSport,700000,74595,Diesel,Hyderabad
2014,Hyundai,Verna,725000,72230,Diesel,Hyderabad
2016,Renault,Duster,785000,112038,Diesel,Hyderabad
2010,Honda,CR-V,650000,116594,Petrol,Hyderabad
2020,MG,Hector,2100000,16023,Petrol,Hyderabad
2020,Kia,Seltos,1850000,57786,Diesel,Hyderabad
2017,Volkswagen,Ameo,575000,30000,Petrol,Hyderabad
2021,Maruti Suzuki,Vitara,1000000,5700,Petrol,Hyderabad
2017,Mahindra,XUV500,1500000,40000,Diesel,Hyderabad
2013,Toyota,Corolla,755000,78507,Diesel,Hyderabad
2012,Maruti Suzuki,Swift,490000,31757,Petrol,Hyderabad
2010,BMW,5,1400000,89602,Diesel,Hyderabad
2008,Mercedes-Benz,S-Class,1500000,38530,Petrol,Hyderabad
2009,Mercedes-Benz,E-Class,925000,47000,Diesel,Hyderabad
2012,Toyota,Etios,400000,88000,Diesel,Hyderabad
2016,Maruti Suzuki,Baleno,680000,93525,Diesel,Hyderabad
2011,Hyundai,Verna,550000,75375,Diesel,Hyderabad
2009,Honda,City,365000,68384,Petrol,Hyderabad
2019,Maruti Suzuki,Vitara,1025000,71750,Diesel,Hyderabad
2013,Ford,EcoSport,560000,73149,Diesel,Hyderabad
2011,Hyundai,Verna,435000,67528,Petrol,Hyderabad
2016,Honda,City,785000,64554,Diesel,Hyderabad
2014,BMW,3,2400000,67000,Diesel,Hyderabad
2015,Honda,Jazz,540000,33400,Petrol,Hyderabad
2019,Jaguar,F-Pace,5900000,20763,Diesel,Hyderabad
2018,Volvo,S60,2800000,35000,Diesel,Hyderabad
2016,Volvo,XC90,4700000,72000,Diesel,Hyderabad
2014,Volvo,S60,2400000,125000,Diesel,Hyderabad
2008,Porsche,Cayenne,1600000,102000,Petrol,Hyderabad
2010,Porsche,Cayenne,3500000,73000,Petrol,Hyderabad
2009,Mercedes-Benz,E-Class,1300000,82000,Diesel,Hyderabad
2013,Mercedes-Benz,E-Class,1900000,45000,Diesel,Hyderabad
2017,Jeep,Compass,1650000,30000,Petrol,Hyderabad
2017,Mercedes-Benz,E-Class,4800000,51000,Diesel,Hyderabad
2012,Mercedes-Benz,M-Class,2900000,83000,Diesel,Hyderabad
2016,Mercedes-Benz,GLE,4200000,72000,Diesel,Hyderabad
2016,Land Rover,Discovery,3900000,66000,Diesel,Hyderabad
2017,Toyota,Innova,1700000,129000,Diesel,Hyderabad
2013,MINI,Cooper,1900000,38000,Petrol,Hyderabad
2006,BMW,X5,900000,131000,Petrol,Hyderabad
2018,BMW,5,5400000,51000,Diesel,Hyderabad
2009,BMW,5,850000,88000,Diesel,Hyderabad
2019,BMW,6,6500000,54000,Diesel,Hyderabad
2015,BMW,3,2400000,46000,Diesel,Hyderabad
2012,Mercedes-Benz,S-Class,3600000,63000,Diesel,Hyderabad
2015,Mercedes-Benz,G-Class,14000000,23000,Petrol,Hyderabad
2018,Mercedes-Benz,GLE,8500000,26000,Petrol,Hyderabad
2012,BMW,5,1600000,101000,Diesel,Hyderabad
2011,Mercedes-Benz,C-Class,1500000,85000,Diesel,Hyderabad
2018,Isuzu,MU-X,3000000,6500,Diesel,Hyderabad
2019,Volkswagen,Tiguan,2900000,30000,Diesel,Hyderabad
2015,Skoda,Rapid,620000,45000,Diesel,Hyderabad
2017,Audi,Q7,6700000,37914,Diesel,Hyderabad
2008,Mercedes-Benz,M-Class,1100000,73451,Diesel,Hyderabad
2016,Honda,City,780000,35000,Petrol,Hyderabad
2020,Kia,Sonet,1400000,19486,Diesel,Hyderabad
2016,Volkswagen,Polo,630000,64654,Petrol,Hyderabad
2011,Honda,City,575000,51000,Petrol,Hyderabad
2019,Toyota,Innova,2330000,43000,Diesel,Hyderabad
2018,Mercedes-Benz,CLA,3400000,23107,Diesel,Hyderabad
2011,Bentley,Continental,9500000,45000,Petrol,Hyderabad
2013,Land Rover,Evoque,2600000,68000,Diesel,Hyderabad
2010,Maruti Suzuki,Swift,365000,44900,Petrol,Hyderabad
2016,Maruti Suzuki,Swift,585000,68342,Diesel,Hyderabad
2016,Datsun,GO,360000,28000,Petrol,Hyderabad
2015,Volkswagen,Polo,625000,65000,Petrol,Hyderabad
2019,Toyota,Innova,2100000,53000,Diesel,Hyderabad
2019,Skoda,Rapid,1135000,29867,Petrol,Hyderabad
2019,Honda,BR-V,1075000,55000,Diesel,Hyderabad
2011,Maruti Suzuki,A-Star,275000,71000,Petrol,Hyderabad
2018,Mahindra,XUV500,1230000,72000,Diesel,Hyderabad
2012,Volkswagen,Jetta,600000,110000,Diesel,Hyderabad
2014,Maruti Suzuki,Celerio,375000,24500,Petrol,Hyderabad
2011,Hyundai,i10,350000,55289,Petrol,Hyderabad
2016,Maruti Suzuki,Ertiga,785000,84640,Diesel,Hyderabad
2014,BMW,3,2000000,31000,Diesel,Hyderabad
2008,Audi,Q7,1800000,70000,Diesel,Hyderabad
2018,Jaguar,XJ,7500000,22000,Diesel,Hyderabad
2014,Audi,A6,2550000,33024,Diesel,Hyderabad
2019,Volvo,S90,4850000,36000,Diesel,Hyderabad
2013,Volkswagen,Polo,430000,72995,Diesel,Hyderabad
2013,Land Rover,Evoque,2600000,68000,Diesel,Hyderabad
2020,Kia,Seltos,1599000,4100,Diesel,Hyderabad
2013,Toyota,Fortuner,1399000,166000,Diesel,Hyderabad
2018,Maruti Suzuki,Dzire,725000,61000,Petrol,Hyderabad
2017,Honda,City,1095000,20111,Petrol,Hyderabad
2017,Toyota,Innova,1875000,94000,Diesel,Hyderabad
2018,Toyota,Innova,1645000,78263,Diesel,Hyderabad
2013,Mahindra,Thar,585000,60628,Diesel,Hyderabad
2018,Volvo,XC90,6850000,39000,Diesel,Hyderabad
2017,Hyundai,Creta,1245000,24250,Petrol,Hyderabad
2012,Toyota,Innova,800000,69000,Diesel,Hyderabad
2011,Mercedes-Benz,E-Class,1100000,68000,Petrol,Hyderabad
2017,Toyota,Innova,1895000,34000,Diesel,Hyderabad
2015,Volkswagen,Polo,550000,103000,Diesel,Hyderabad
2012,Toyota,Innova,825000,135000,Diesel,Hyderabad
2015,Hyundai,i20,670000,29000,Petrol,Hyderabad
2018,Hyundai,Verna,1150000,41000,Diesel,Hyderabad
2019,Maruti Suzuki,Ertiga,1220000,63000,Diesel,Hyderabad
2008,Maruti Suzuki,A-Star,250000,75000,Petrol,Hyderabad
2014,Maruti Suzuki,Ertiga,690000,126000,Diesel,Hyderabad
2011,Toyota,Fortuner,1175000,85000,Diesel,Hyderabad
2011,Hyundai,i10,325000,75000,Petrol,Hyderabad
2016,Volkswagen,Vento,690000,70844,Petrol,Hyderabad
2009,Maruti Suzuki,Swift,350000,135934,Diesel,Hyderabad
2020,Hyundai,Elite,750000,11500,Petrol,Hyderabad
2011,Hyundai,Santro,255000,61786,Petrol,Hyderabad
2009,Skoda,Superb,345000,95000,Petrol,Hyderabad
2008,Hyundai,Verna,295000,82000,Petrol,Hyderabad
2014,Honda,City,575000,85000,Diesel,Hyderabad
2018,Mahindra,XUV500,1250000,75000,Diesel,Hyderabad
2012,Hyundai,Verna,535000,98000,Diesel,Hyderabad
2014,Maruti Suzuki,Wagon,365000,45000,Petrol,Hyderabad
2011,Maruti Suzuki,Alto,215000,82000,Petrol,Hyderabad
2017,Maruti Suzuki,Swift,585000,49000,Petrol,Hyderabad
2011,Maruti Suzuki,Ritz,340000,72000,Diesel,Hyderabad
2004,Toyota,Qualis,240000,209616,Diesel,Hyderabad
2008,Maruti Suzuki,Swift,250000,120424,Diesel,Hyderabad
2016,Hyundai,Creta,1030000,65650,Petrol,Hyderabad
2017,Hyundai,Tucson,1530000,80000,Petrol,Hyderabad
2016,Toyota,Etios,670000,81000,Diesel,Hyderabad
2013,Volkswagen,Vento,445000,77000,Diesel,Hyderabad
2015,Audi,Q5,2850000,550000,Diesel,Hyderabad
2014,Maruti Suzuki,Ertiga,725000,126000,Diesel,Hyderabad
2012,Mahindra,XUV500,625000,122833,Diesel,Hyderabad
2016,Jaguar,XJ,6850000,46000,Diesel,Hyderabad
2018,Ford,Endeavour,2950000,86000,Diesel,Hyderabad
2018,Maruti Suzuki,Vitara,930000,98000,Diesel,Hyderabad
2010,Hyundai,Verna,380000,86000,Diesel,Hyderabad
2011,Toyota,Fortuner,1250000,136000,Diesel,Hyderabad
2016,Toyota,Innova,1925000,87000,Diesel,Hyderabad
2016,Hyundai,Elite,650000,24000,Petrol,Hyderabad
2014,Hyundai,Xcent,450000,57000,Diesel,Hyderabad
2021,Mahindra,Thar,2300000,6000,Petrol,Hyderabad
2011,Volkswagen,Vento,365000,96000,Diesel,Hyderabad
2017,Mercedes-Benz,GLC,4300000,57000,Diesel,Hyderabad
2016,Mercedes-Benz,GLA,2199000,60000,Diesel,Hyderabad
2015,Audi,Q3,2100000,67700,Diesel,Hyderabad
2018,Toyota,Innova,2450000,52000,Diesel,Hyderabad
2020,Kia,Seltos,1900000,31000,Petrol,Hyderabad
2018,Honda,Amaze,820000,17774,Petrol,Hyderabad
